Battery1,Battery2,Date,Prec,RDC2,RDC20,RDC8,Salt2,Salt20,Salt8,SoilMois2,SoilMois20,Soil8,SNWD,SoilTemp2,SoilTemp20,SoilTemp8,TempAvg,TempMax,TempMin,TempObs,Time,WTEQ
12.62,,7/5/15,17.9,4.16,13.71,7.72,0.2,0.2,0.1,1.4,24.1,11.4,0,12.7,10.8,12.3,14.4,20.9,8.6,8.8,,0
12.68,,7/6/15,18,4.09,13.35,7.6,0.2,0.2,0.1,1.2,23.5,11.1,0,13,10.8,12.1,15.3,23.3,7.1,10.3,,0
12.66,,7/7/15,18,4.08,13.36,7.03,0.2,0.2,0.1,1.2,23.5,9.6,0,13,10.8,12.1,15.1,25.1,8.3,10.1,,0
12.64,,7/8/15,18,3.99,13.45,6.98,0.2,0.2,0.1,0.8,23.6,9.5,0,12.1,10.8,11.9,13.1,21,7.5,7.6,,0
12.63,,7/9/15,18.3,6.3,13.52,7.1,0.1,0.2,0.1,7.6,23.7,9.8,0,11.6,10.7,11.5,11.1,18.4,6,6,,0
12.62,,7/10/15,18.5,5.99,13.71,7.3,0.1,0.2,0.1,6.8,24.1,10.3,0,11.5,10.6,11.2,10.6,17.5,5.1,7.6,,0
12.68,,7/11/15,18.5,5.39,13.64,7.21,0.1,0.2,0.1,5,23.9,10.1,0,11.4,10.5,11.1,10.8,16.7,4.5,6,,0
12.68,,7/12/15,18.5,5.19,13.38,7.03,0.1,0.2,0.1,4.5,23.5,9.6,0,11.3,10.5,11.1,12.2,20.5,4.2,6.6,,0
12.69,,7/13/15,18.5,4.96,13.22,7.17,0.1,0.2,0.1,3.8,23.2,9.9,0,11.4,10.4,11.1,12.9,20.5,5.1,8.2,,0
12.68,,7/14/15,18.5,4.64,13.25,7.02,0.1,0.2,0.1,2.8,23.3,9.6,0,11.5,10.4,11.2,13.2,21.2,5.2,7.1,,0
12.67,,7/15/15,18.5,4.32,13.08,6.7,0.2,0.2,0.1,1.8,23,8.7,0,11.4,10.4,11.2,13.2,22.2,4.8,7.1,,0
12.68,,7/16/15,18.5,4.26,13.01,6.63,0.1,0.2,0.1,1.7,22.8,8.5,0,11.9,10.4,11.3,14.3,22.6,5.7,9.4,,0
12.7,,7/17/15,18.5,4.19,12.87,6.58,0.1,0.2,0.1,1.5,22.6,8.4,0,12.3,10.5,11.4,15.7,24.1,7.6,10.2,,0
12.68,,7/18/15,18.5,4.19,12.59,6.38,0.1,0.2,0.1,1.5,22.1,7.9,0,12.2,10.5,11.6,15.3,23.7,7.9,8.3,,0
12.65,,7/19/15,18.5,4.06,12.33,6.3,0.1,0.2,0.1,1,21.6,7.6,0,11.4,10.6,11.5,14,22.7,7,7,,0
12.65,,7/20/15,18.7,4.79,12.42,6.19,0.1,0.2,0.1,3.3,21.7,7.3,0,12.2,10.5,11.4,13,20.8,5.3,9.2,,0
12.7,,7/21/15,18.7,4.57,12.25,6.27,0.1,0.2,0.1,2.6,21.4,7.5,0,12.6,10.5,11.6,15.2,22.9,7.4,10.6,,0
12.66,,7/22/15,18.7,4.52,12.42,6.24,0.1,0.2,0.1,2.5,21.7,7.5,0,12,10.6,11.6,13.5,21.2,8.7,8.7,,0
12.68,,7/23/15,18.7,4.35,12.3,6.23,0.2,0.2,0.1,2,21.5,7.4,0,11.9,10.6,11.5,14.4,21.8,8.1,11.4,,0
12.68,,7/24/15,18.7,4.19,12.08,6.11,0.2,0.2,0.1,1.5,21.1,7.1,0,11.9,10.6,11.6,16,22.3,7.7,7.8,,0
12.66,,7/25/15,18.7,4.04,11.87,5.93,0.2,0.2,0.1,1,20.7,6.6,0,11.3,10.6,11.5,14.1,21.6,5.8,5.8,,0
12.68,,7/26/15,18.7,4.01,11.66,6.04,0.1,0.2,0.1,0.9,20.3,6.9,0,11.2,10.6,11.3,13.1,22.1,4.5,6.4,,0
12.68,,7/27/15,18.7,3.88,11.35,5.85,0.2,0.2,0.1,0.5,19.6,6.4,0,10.9,10.6,11.1,13.3,22.6,4.6,5.2,,0
12.67,,7/28/15,18.7,4,11.28,5.67,0.1,0.2,0.1,0.8,19.5,5.8,0,10.7,10.5,10.9,12.4,20.5,2.4,7,,0
12.68,,7/29/15,18.7,3.84,11.09,5.62,0.2,0.2,0.1,0.4,19.1,5.7,0,10.7,10.4,10.8,13.3,21.2,3.8,7.8,,0
12.7,,7/30/15,18.7,3.86,10.73,5.39,0.2,0.2,0.1,0.4,18.3,5,0,11.3,10.4,10.9,15.5,25,5.2,9.6,,0
12.71,,7/31/15,18.7,3.95,10.48,5.44,0.1,0.2,0.1,0.7,17.8,5.2,0,12.2,10.4,11.1,16.6,25.8,6.8,11.6,,0
12.67,,8/1/15,18.7,3.91,10.36,5.42,0.1,0.2,0.1,0.6,17.5,5.1,0,12.1,10.5,11.4,16.4,24,9.9,10.2,,0
12.65,,8/2/15,18.7,3.93,10.41,5.28,0.1,0.2,0.1,0.7,17.7,4.7,0,12.5,10.6,11.5,15.9,24.5,8.6,12.4,,0
12.7,,8/3/15,18.8,4.01,10.39,5.28,0.1,0.2,0.1,0.9,17.6,4.8,0,12.7,10.6,11.8,15.9,22.3,9.3,9.3,,0
12.68,,8/4/15,18.8,3.93,10.18,5.32,0.1,0.2,0.1,0.6,17.2,4.8,0,11.9,10.7,11.6,14.7,24.5,6.8,8.6,,0
12.68,,8/5/15,18.8,3.96,10.25,5.27,0.1,0.2,0.1,0.7,17.3,4.7,0,11.6,10.7,11.4,14.3,21.8,6.2,8.4,,0
12.7,,8/6/15,18.8,3.88,9.94,5.19,0.1,0.2,0.1,0.5,16.7,4.5,0,11.3,10.6,11.3,15.7,23.7,7.2,7.2,,0
12.7,,8/7/15,18.8,3.84,9.82,5.18,0.1,0.2,0.1,0.4,16.4,4.4,0,11.7,10.6,11.1,13.4,20.5,4.5,10.9,,0
12.66,,8/8/15,18.8,3.83,9.77,5.16,0.1,0.2,0.1,0.3,16.3,4.4,0,10.8,10.6,11.2,12.4,19.4,5.7,6.2,,0
12.68,,8/9/15,18.8,3.82,9.67,5.14,0.1,0.2,0.1,0.3,16,4.3,0,10.8,10.5,11,12.2,20.5,4.7,7.3,,0
12.7,,8/10/15,18.8,3.83,9.53,5.13,0.1,0.2,0.1,0.3,15.7,4.3,0,11.5,10.5,11,14.2,23.4,5.2,11,,0
12.71,,8/11/15,18.9,3.76,9.42,4.97,0.1,0.2,0.1,0.1,15.5,3.8,0,11.7,10.5,11.2,16.1,24.5,7,7.9,,0
12.63,,8/12/15,18.9,3.79,9.29,4.99,0.1,0.2,0.1,0.2,15.2,3.9,0,11.2,10.5,11.1,14.1,23.8,4.6,7.3,,0
12.7,,8/13/15,18.9,3.68,9.16,4.92,0.1,0.2,0.1,0,14.9,3.7,0,11.2,10.5,11,15.1,25,4.6,9.1,,0
12.69,,8/14/15,18.9,3.72,9.02,4.81,0.1,0.2,0.1,0,14.5,3.3,0,11.3,10.5,11,16.1,26.5,5.5,9,,0
12.71,,8/15/15,18.9,3.73,8.91,4.75,0.1,0.2,0.1,0,14.3,3.1,0,11.8,10.5,11.1,18.1,25.1,8,11,,0
12.71,,8/16/15,18.9,3.72,8.72,4.77,0.1,0.2,0.1,0,13.8,3.2,0,11.7,10.5,11.2,15.4,26.6,5.4,9.3,,0
12.7,,8/17/15,18.9,3.67,8.6,4.71,0.1,0.2,0.1,0,13.5,3,0,11.6,10.5,11.2,15.7,27.1,6.4,9,,0
12.66,,8/18/15,18.9,3.66,8.63,4.61,0.1,0.2,0.1,0,13.6,2.7,0,11.5,10.5,11.2,15.6,26.9,6.2,8.9,,0
12.67,,8/19/15,18.9,3.61,8.5,4.68,0.1,0.2,0.1,0,13.3,2.9,0,11.5,10.5,11.2,15.5,26.7,5.6,9,,0
12.67,,8/20/15,18.9,3.56,8.35,4.58,0.2,0.2,0.1,0,12.9,2.6,0,11.3,10.5,11.2,15.4,27,6.7,7.6,,0
12.67,,8/21/15,18.9,3.59,8.37,4.65,0.1,0.2,0.1,0,13,2.8,0,10.8,10.5,11,14.2,26,4.7,7,,0
12.68,,8/22/15,18.9,3.58,8.25,4.51,0.1,0.2,0.1,0,12.7,2.4,0,10.8,10.5,10.9,13.8,25.7,4,8,,0
12.7,,8/23/15,18.9,3.59,8.22,4.54,0.1,0.2,0.1,0,12.6,2.5,0,11.1,10.4,10.9,14.4,25.2,4.7,9.2,,0
12.69,,8/24/15,18.9,3.55,8.28,4.53,0.1,0.2,0.1,0,12.7,2.5,0,11.7,10.4,11,16.2,26.2,6.4,10.5,,0
12.69,,8/25/15,18.9,3.54,8.19,4.57,0.2,0.2,0.1,0,12.5,2.6,0,11.2,10.4,11.1,15.4,26.5,6.9,7.7,,0
12.68,,8/26/15,18.9,3.58,8.12,4.56,0.1,0.2,0.1,0,12.4,2.6,0,11,10.4,11,14.4,25.6,5.4,7.6,,0
12.7,,8/27/15,18.9,3.64,8.01,4.51,0.1,0.2,0.1,0,12.1,2.4,0,11.5,10.4,11,15.7,25.6,7.2,9.9,,0
12.7,,8/28/15,18.9,3.45,8.01,4.46,0.2,0.2,0.1,0,12.1,2.3,0,11.4,10.4,11.1,15.4,26.4,7.1,9.3,,0
12.72,,8/29/15,18.9,3.56,8.07,4.45,0.2,0.2,0.1,0,12.2,2.2,0,12,10.4,11.1,16.9,25.7,6.7,17.1,,0
12.68,,8/30/15,18.9,3.65,8.03,4.41,0.1,0.2,0.1,0,12.1,2.1,0,12.3,10.5,11.4,17.1,22.1,13.2,13.8,,0
12.66,,8/31/15,18.9,3.53,8.04,4.32,0.1,0.2,0.1,0,12.2,1.9,0,11.2,10.6,11.5,14.7,21.7,4.7,4.8,,0
12.68,,9/1/15,18.9,3.47,7.92,4.44,0.2,0.2,0.1,0,11.9,2.2,0,10.5,10.6,11,12.1,23.9,3,6.8,,0
12.68,,9/2/15,18.9,3.57,8.22,4.43,0.1,0.2,0.1,0,12.6,2.2,0,10.8,10.4,10.8,14,23.9,4.8,14.6,,0
12.68,,9/3/15,18.9,3.53,8,4.34,0.1,0.2,0.1,0,12,1.9,0,11.1,10.4,10.9,16.5,22.3,11.4,13.8,,0
12.68,,9/4/15,18.9,3.57,7.94,4.47,0.1,0.2,0.1,0,11.9,2.3,0,10.7,10.4,11,13.8,19.1,6.2,6.5,,0
12.67,,9/5/15,18.9,3.54,8.07,4.47,0.1,0.2,0.1,0,12.2,2.3,0,9.5,10.4,10.7,11.3,17,4,3.9,,0
12.67,,9/6/15,18.9,3.57,8.09,4.35,0.1,0.2,0.1,0,12.3,1.9,0,8.7,10.3,10.2,10.3,18.2,2.3,2.5,,0
12.68,,9/7/15,18.9,3.43,8.09,4.31,0.2,0.2,0.1,0,12.3,1.8,0,8.7,10.1,9.8,9.3,21.1,0.3,4.3,,0
12.69,,9/8/15,18.9,3.49,8.09,4.3,0.1,0.2,0.1,0,12.3,1.7,0,9,10,9.8,10.9,20.5,1.7,5.2,,0
12.69,,9/9/15,18.9,3.5,8.05,4.38,0.1,0.2,0.1,0,12.2,2,0,9.4,9.9,9.8,12.5,23.4,2.4,7.2,,0
12.69,,9/10/15,18.9,3.51,8.05,4.3,0.1,0.2,0.1,0,12.2,1.7,0,10,9.9,10,14.1,24.6,4.9,8.4,,0
12.68,,9/11/15,18.9,3.58,8.08,4.44,0.1,0.2,0.1,0,12.2,2.2,0,10.5,9.9,10.2,14,22.9,5.9,9,,0
12.69,,9/12/15,18.9,3.54,8.01,4.35,0.2,0.2,0.1,0,12.1,1.9,0,10.6,10,10.4,14,24,6.5,8.4,,0
12.69,,9/13/15,18.9,3.65,8.11,4.4,0.1,0.2,0.1,0,12.3,2.1,0,11.4,10,10.5,14.5,23.2,6.6,13.7,,0
12.68,,9/14/15,18.9,3.67,8.13,4.5,0.1,0.2,0.1,0,12.4,2.4,0,11.7,10.1,10.8,15.6,22,9.6,10.7,,0
12.69,,9/15/15,19,4.24,8.17,4.47,0.1,0.2,0.1,1.6,12.5,2.3,0,10.9,10.2,10.7,13.1,20.2,7.6,11.2,,0
12.68,,9/16/15,19,3.81,8.26,4.34,0.2,0.2,0.1,0.2,12.7,1.9,0,10.3,10.2,10.6,11.7,16.6,7.5,7.6,,0
12.68,,9/17/15,19,3.73,8.29,4.47,0.1,0.2,0.1,0,12.8,2.3,0,9.6,10.2,10.2,8.9,13.2,5.9,6.5,,0
12.68,,9/18/15,19,3.59,8.29,4.47,0.2,0.2,0.1,0,12.7,2.3,0,8.9,10.1,10.1,9.5,16.2,3.3,3.5,,0
12.67,,9/19/15,19,3.67,8.45,4.46,0.1,0.2,0.1,0,13.1,2.2,0,8.6,10,9.7,9.2,19.8,0.8,4.3,,0
12.67,,9/20/15,19,3.67,8.39,4.36,0.1,0.2,0.1,0,13,1.9,0,8.7,9.9,9.6,10.7,21.3,1.8,5.7,,0
12.68,,9/21/15,19,3.57,8.32,4.45,0.1,0.2,0.1,0,12.8,2.2,0,8.9,9.8,9.6,12.1,25.4,3.2,6.2,,0
12.68,,9/22/15,19,3.56,8.32,4.49,0.1,0.2,0.1,0,12.8,2.3,0,8.8,9.8,9.6,12.2,25,3.5,7.5,,0
12.69,,9/23/15,19,3.58,8.26,4.31,0.1,0.2,0.1,0,12.7,1.8,0,10,9.7,9.7,16.7,23.6,7.2,15.6,,0
12.67,,9/24/15,19,3.57,8.38,4.31,0.1,0.2,0.1,0,13,1.8,0,9.4,9.8,9.9,14.2,22.1,5.6,5.7,,0
12.69,,9/25/15,19,3.57,8.35,4.44,0.1,0.2,0.1,0,12.9,2.2,0,9.5,9.8,9.9,12.5,25.5,4.4,7.1,,0
12.7,,9/26/15,19,3.58,8.38,4.31,0.1,0.2,0.1,0,13,1.8,0,10.3,9.8,10,15.2,25.5,5.7,9.9,,0
12.68,,9/27/15,19,3.69,8.44,4.4,0.1,0.2,0.1,0,13.1,2.1,0,10.7,9.8,10.2,15.5,24.6,6.9,11.1,,0
12.68,,9/28/15,19,3.59,8.48,4.31,0.1,0.2,0.1,0,13.2,1.8,0,10.6,9.9,10.4,14.3,23,7,7.1,,0
12.67,,9/29/15,19,3.63,8.57,4.4,0.1,0.2,0.1,0,13.4,2.1,0,10.3,9.9,10.4,12.3,22.1,6.4,6.4,,0
12.67,,9/30/15,19,3.63,8.54,4.31,0.1,0.2,0.1,0,13.4,1.8,0,10.2,9.9,10.2,12.8,23.2,5.2,10.3,,0
-99.9,,9/30/15,19,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23:59,-99.9
12.64,,10/1/15,0,3.61,8.69,4.32,0.2,0.2,0.1,0,13.7,1.8,0,10.4,9.9,10.2,11.9,18.1,7.8,8.6,,0
12.53,,10/2/15,0.2,4.41,8.73,4.34,0.1,0.2,0.1,2.1,13.8,1.9,0,9.4,9.9,10.1,8.1,11.1,4,3.9,,0
12.67,,10/3/15,0.2,4.13,8.76,4.48,0.2,0.2,0.1,1.2,13.9,2.3,0,8.5,9.9,9.7,8.7,16.3,3.1,3.1,,0
12.67,,10/4/15,0.4,4.96,8.8,5.03,0.1,0.2,0.1,3.7,14,3.9,0,8.2,9.8,9.3,8.7,18.7,1.1,6.7,,0
12.6,,10/5/15,0.4,4.51,8.96,5.05,0.2,0.2,0.1,2.3,14.4,4,0,8.3,9.7,9.3,8.8,11.5,4.8,5.6,,0
12.68,,10/6/15,0.4,4.41,9.09,5.04,0.2,0.2,0.1,2,14.7,4,0,8,9.5,9.1,8.7,15.6,2.7,4.2,,0
12.68,,10/7/15,0.4,4.37,9.25,4.98,0.1,0.2,0.1,1.9,15,3.8,0,8,9.5,8.9,9.3,17.5,2.2,5.1,,0
12.7,,10/8/15,0.4,4.28,9.23,4.97,0.2,0.2,0.1,1.7,15,3.7,0,8.8,9.4,9,10.5,19,3.6,8.4,,0
12.7,,10/9/15,0.4,4.16,9.27,4.93,0.2,0.2,0.1,1.3,15.1,3.6,0,9.2,9.4,9.3,11.9,21.1,6,7.5,,0
12.68,,10/10/15,0.4,4.11,9.51,4.91,0.2,0.2,0.1,1.1,15.6,3.6,0,9,9.4,9.5,11.9,21.3,5.2,6.6,,0
12.68,,10/11/15,0.4,3.94,9.55,4.89,0.2,0.2,0.1,0.6,15.7,3.5,0,9.6,9.5,9.4,14.4,22.8,3.8,14.6,,0
12.68,,10/12/15,0.4,3.94,9.59,4.79,0.1,0.2,0.1,0.6,15.8,3.2,0,8.9,9.5,9.5,12.7,20.6,5.2,6.8,,0
12.67,,10/13/15,0.4,3.87,9.64,4.69,0.2,0.2,0.1,0.4,15.9,2.9,0,8.8,9.4,9.3,11.4,22.3,4,6.7,,0
12.67,,10/14/15,0.4,3.84,9.82,4.76,0.1,0.2,0.1,0.3,16.3,3.1,0,8.7,9.4,9.3,11.4,20.8,4.2,6.3,,0
12.68,,10/15/15,0.4,3.75,9.96,4.69,0.2,0.2,0.1,0,16.6,2.9,0,8.9,9.4,9.2,11.2,20.1,4.3,7.8,,0
12.67,,10/16/15,0.4,3.84,10,4.6,0.1,0.2,0.1,0.3,16.7,2.6,0,9,9.3,9.2,11.9,20.3,5,8.3,,0
12.63,,10/17/15,0.4,3.78,10.12,4.64,0.2,0.2,0.1,0.1,17,2.8,0,9.7,9.4,9.3,10.8,17.2,5.9,9.5,,0
12.53,,10/18/15,1.1,5.65,10.28,6.98,0.1,0.2,0.1,5.7,17.3,9.4,0,9.1,9.4,9.3,8.7,10.9,7,9.2,,0
12.68,,10/19/15,1.1,5.36,10.57,6.98,0.1,0.2,0.1,4.8,18,9.4,0,8,9.4,9.2,7.5,14.1,-0.4,-0.1,,0
12.68,,10/20/15,1.1,5.28,10.62,6.99,0.1,0.2,0.1,4.6,18.1,9.4,0,7.3,9.3,8.5,5.1,12.4,-1.4,2.3,,0
12.69,,10/21/15,1.2,5.23,10.87,6.86,0.1,0.2,0.1,4.4,18.6,9,0,7.3,9.1,8.3,7.7,12,1.5,6.2,,0
12.67,,10/22/15,1.2,5.08,10.94,6.82,0.1,0.2,0.1,4,18.7,8.9,0,6.3,9,8.1,5.1,12.5,-0.2,0.2,,0
12.67,,10/23/15,1.2,4.95,11.05,6.7,0.2,0.2,0.1,3.6,18.9,8.6,0,6.1,8.9,7.8,5.6,13.8,-0.4,1.1,,0
12.67,,10/24/15,1.2,4.98,11.18,6.62,0.1,0.2,0.1,3.7,19.2,8.4,0,6.1,8.7,7.5,5.9,14.5,-1,0.4,,0
12.68,,10/25/15,1.2,5,11.28,6.6,0.1,0.2,0.1,3.7,19.4,8.3,0,6.3,8.6,7.4,6.9,15.9,-1.1,3.7,,0
12.68,,10/26/15,1.2,4.85,11.33,6.61,0.1,0.2,0.1,3.3,19.5,8.3,0,6.2,8.5,7.6,10.4,16.6,1.7,1.9,,0
12.65,,10/27/15,1.2,4.75,11.4,6.45,0.1,0.2,0.1,3,19.6,7.9,0,5.4,8.5,7.3,7.3,19,-1.2,2.3,,0
12.55,,10/28/15,1.2,4.78,11.48,6.43,0.1,0.2,0.1,3.1,19.8,7.8,0,6.6,8.4,7.3,8.1,13.9,2,9.5,,0
12.66,,10/29/15,1.2,4.71,11.52,6.37,0.2,0.2,0.1,2.9,19.9,7.7,0,7.1,8.3,7.7,7.5,13.1,4.4,5.9,,0
12.67,,10/30/15,1.2,4.61,11.63,6.46,0.2,0.2,0.1,2.6,20.1,7.9,0,5.8,8.4,7.5,5.2,10,-0.5,6.5,,0
12.67,,10/31/15,1.2,4.66,11.64,6.31,0.1,0.2,0.1,2.7,20.1,7.5,0,5.4,8.3,7.2,5.5,14.8,-1.9,1.5,,0
12.7,,11/1/15,1.2,4.68,11.76,6.44,0.1,0.2,0.1,2.8,20.3,7.8,0,6.5,8.1,7.1,10,19.1,0.3,13.1,,0
12.67,,11/2/15,1.5,6.79,11.87,7.62,0.1,0.2,0.1,8.8,20.6,11,0,7.1,8.1,7.5,10.6,15.7,5.8,7.3,,0
12.49,,11/3/15,2.6,8.34,11.94,11.52,0.1,0.2,0.1,12.7,20.7,19.8,0,5.6,8.1,7.1,3.5,9,0.7,0.6,,0
12.6,,11/4/15,2.9,8.36,12.15,10.03,0.1,0.2,0.1,12.7,21.1,16.7,0,5.2,8,6.9,1.1,4.1,-1.2,-0.2,,0
12.66,,11/5/15,2.9,7.74,12.41,10.46,0.1,0.2,0.1,11.2,21.6,17.6,0,4.7,7.9,6.5,-1.5,2.7,-6.4,-6.2,,0
12.67,,11/6/15,2.9,7.58,12.56,10.72,0.1,0.2,0.1,10.7,21.9,18.1,0,3.9,7.7,5.9,-0.8,7.2,-6.8,-2.7,,0
12.66,,11/7/15,2.9,8.35,12.73,11.73,0.1,0.2,0.1,12.6,22.2,20.1,0,3.4,7.5,5.5,0.3,8.2,-4.7,-2.5,,0
12.66,,11/8/15,2.9,8.59,13.21,12.13,0.1,0.2,0.1,13.2,23,20.9,0,3.1,7.3,5.2,1.5,10.4,-3.7,-1.3,,0
12.68,,11/9/15,3.2,8.92,13.53,12.25,0.1,0.2,0.1,14,23.6,21.1,0,3.1,7,5,5.3,11.2,-1.5,1.6,,0
12.64,,11/10/15,3.3,8.72,14.21,11.72,0.1,0.2,0.1,13.5,24.7,20.1,1,3.6,6.9,5,0.2,2.9,-2.2,-2,,0.1
12.65,,11/11/15,3.4,8.72,15.23,11.81,0.1,0.2,0.1,13.5,26.4,20.3,2,3.8,6.8,5.2,-0.8,5.1,-6.1,-5.9,,0.2
12.64,,11/12/15,3.4,8.81,16.81,12.99,0.1,0.2,0.1,13.7,28.7,22.5,1,3.1,6.8,5,-1.7,7.8,-8.7,-4,,0.2
12.66,,11/13/15,3.4,8.82,19.5,13.37,0.1,0.2,0.1,13.7,32,23.2,2,2.9,6.6,4.8,0.1,9.7,-5,-3.2,,0.2
12.66,,11/14/15,3.5,9.03,26.06,13.29,0.1,0.2,0.1,14.2,37.4,23,1,2.7,6.5,4.6,1.3,9.8,-4.1,-1.2,,0.3
12.68,,11/15/15,3.5,9.12,40.16,13.46,0.1,0.1,0.1,14.4,40.6,23.3,1,2.7,6.3,4.4,4.8,13.7,-2.2,6.8,,0.3
12.51,,11/16/15,3.9,8.79,40.78,13.48,0.1,0.1,0.1,13.6,40.7,23.4,5,2.8,6.2,4.4,1.4,6.9,-2.7,-2.6,,0.7
12.66,,11/17/15,3.9,8.51,41.35,13.35,0.1,0.1,0.1,13,40.7,23.1,4,2.9,6.1,4.5,-1.9,1.2,-5.8,-5.6,,0.7
12.63,,11/18/15,3.9,8.66,41.75,13.51,0.1,0.1,0.1,13.3,40.7,23.4,3,2.9,6.1,4.4,0.4,10,-6.2,-2,,0.7
12.67,,11/19/15,3.9,8.91,41.84,13.67,0.2,0.1,0.1,13.9,40.7,23.7,2,3,6,4.4,2.7,12.5,-2.8,-1.4,,0.7
12.68,,11/20/15,3.9,9.9,42.12,14.31,0.1,0.1,0.1,16.2,40.7,24.8,2,2.9,5.9,4.3,3.3,13.6,-2.3,0.1,,0.7
12.66,,11/21/15,3.9,9.98,42.13,14.41,0.1,0.1,0.1,16.4,40.7,24.9,2,3,5.8,4.3,2.8,10.7,-1.4,-0.3,,0.6
12.66,,11/22/15,3.9,9.9,42.29,14.25,0.2,0.1,0.1,16.2,40.7,24.7,1,2.9,5.8,4.2,2.4,10.4,-1.7,-0.6,,0.6
12.66,,11/23/15,3.9,10.19,42.28,14.39,0.1,0.1,0.1,16.8,40.7,24.9,1,2.7,5.7,4.2,2.8,10,-1.7,0.8,,0.6
12.66,,11/24/15,4,10.06,42.4,14.11,0.1,0.1,0.1,16.5,40.7,24.4,1,2.7,5.6,4.1,5.4,12,-0.9,6.2,,0.6
12.47,,11/25/15,4.4,9.7,42.26,14.11,0.1,0.1,0.1,15.7,40.7,24.4,7,2.9,5.5,4.2,1.2,6.5,-4.5,-4.5,,1
12.63,,11/26/15,4.5,9.42,42.43,14.09,0.2,0.1,0.1,15.1,40.7,24.4,6,3.1,5.5,4.2,-4.3,0.7,-9,-8.9,,1.1
12.65,,11/27/15,4.5,9.2,42.42,14.19,0.2,0.1,0.1,14.6,40.7,24.6,4,3.1,5.5,4.3,-6.2,0.4,-12.1,-5,,1.1
12.62,,11/28/15,4.5,9.12,42.54,14.1,0.1,0.1,0.1,14.4,40.7,24.4,5,3.2,5.5,4.3,-5.1,-2,-9,-8.2,,1.1
12.63,,11/29/15,4.5,8.92,42.54,13.84,0.2,0.1,0.1,13.9,40.7,24,6,2.9,5.5,4.3,-8.5,0,-14,-12.6,,1
12.63,,11/30/15,4.5,8.74,42.45,13.87,0.2,0.1,0.1,13.5,40.7,24,6,2.6,5.4,4.2,-6.9,3.6,-13.5,-9.6,,1
12.63,,12/1/15,4.6,8.81,42.49,13.68,0.1,0.1,0.1,13.7,40.7,23.7,4,2.6,5.4,4,-3.3,5,-10.9,-5,,1.1
12.67,,12/2/15,4.6,8.66,42.6,13.7,0.1,0.1,0.1,13.3,40.7,23.7,3,2.6,5.3,3.9,-1.4,6,-7,-2.5,,1.1
12.68,,12/3/15,4.6,8.89,42.47,13.71,0.1,0.1,0.1,13.9,40.7,23.7,3,2.6,5.2,3.9,3.6,11.2,-2.6,2,,1.1
12.63,,12/4/15,4.9,10.55,42.42,14.27,0.1,0.1,0.1,17.6,40.7,24.7,5,2.8,5.2,3.9,5.5,10.2,0,0.8,,1.3
12.63,,12/5/15,4.9,10.38,42.5,14.35,0.1,0.1,0.1,17.2,40.7,24.8,5,3,5.1,4,-0.6,5.3,-7.4,-7.5,,1.3
12.67,,12/6/15,4.9,10.02,42.46,14.46,0.2,0.1,0.1,16.5,40.7,25,5,2.9,5.1,4,0.7,9.5,-7.9,7.2,,1.3
12.65,,12/7/15,4.9,9.97,42.54,14.41,0.1,0.1,0.1,16.3,40.7,24.9,3,2.9,5,3.9,6.8,10.8,1.9,4.8,,1.3
12.63,,12/8/15,4.9,11.41,42.4,16.91,0.1,0.1,0.1,19.4,40.7,28.7,2,3,5,3.9,7.6,13.4,2.5,2.9,,1.1
12.65,,12/9/15,4.9,10.93,42.56,16.76,0.1,0.1,0.1,18.4,40.7,28.5,2,3.1,4.9,3.9,3.8,10.9,0.1,2.4,,0.9
12.64,,12/10/15,5.2,11.73,42.55,18.06,0.1,0.1,0.1,20,40.7,30.2,2,3.1,4.9,3.9,9.3,12.8,2.3,8.2,,0.6
12.46,,12/11/15,6.8,11.41,42.59,44.59,0.1,0.1,0.1,19.4,40.7,40.8,7,2.8,4.6,3.5,2,8.2,-1.4,-0.8,,1.1
12.62,,12/12/15,7,10.7,42.42,34.93,0.1,0.1,0.1,17.9,40.7,40.2,9,2.9,4.6,3.6,-2.3,3.4,-7.9,-6.1,,1.3
12.7,,12/13/15,7.1,10.45,42.51,24.16,0.1,0.1,0.1,17.4,40.7,36.1,8,2.9,4.6,3.7,-1.1,5.2,-7.9,2.8,,1.4
12.42,,12/14/15,7.9,10.33,42.56,22.06,0.1,0.1,0.1,17.1,40.7,34.4,14,2.9,4.6,3.7,0,4.7,-4.9,-4.3,,2.2
12.35,,12/15/15,7.9,10.39,42.48,20.85,0.1,0.1,0.1,17.3,40.7,33.3,11,2.9,4.6,3.7,-6.5,-2.8,-14,-13.9,,2.2
12.69,,12/16/15,7.9,10.23,42.62,19.74,0.1,0.1,0.1,16.9,40.7,32.1,11,2.9,4.6,3.7,-8.9,-2.4,-15.1,-13.3,,2.2
12.73,,12/17/15,7.9,10.03,42.36,18.98,0.2,0.1,0.1,16.5,40.7,31.3,10,2.9,4.6,3.7,-5.7,4.3,-13.8,-4.1,,2.2
12.7,,12/18/15,7.9,9.91,42.44,18.46,0.1,0.1,0.1,16.2,40.7,30.7,9,2.8,4.6,3.7,1.8,8.5,-4.7,2.5,,2.2
